"DOI","Title","Authors","Author_Affiliations","Corresponding_Author","Corresponding_Authors_Email","Publication_Date","Abstract","Keywords","Full_Text"
"https://doi.org/10.1534/g3.113.007807 ","Increased Genomic Prediction Accuracy in Wheat Breeding Through Spatial Adjustment of Field Trial Data","Bettina Lado, Ivan Matus, Alejandra Rodríguez, Luis Inostroza, Jesse Poland, François Belzile, Alejandro del Pozo, Martín Quincke, Marina Castro and Jarislav von Zitzewitz","*Programa Nacional de Investigación Cultivos de Secano, Instituto Nacional de Investigación Agropecuaria, Est. Exp. La Estanzuela, Colonia 70000, Uruguay//†Instituto de Investigaciones Agropecuarias, Centro Regional de Investigación Quilamapu, Casilla 426, Chillán, Chile//‡United States Department of Agriculture, Agricultural Research Service, Hard Winter Wheat Genetics Research Unit, Manhattan, Kansas 66506//§Department of Agronomy, Kansas State University, Manhattan, Kansas//**Département de Phytologie and Institut de Biologie Intégrative et des Systèmes (IBIS), Université Laval, Québec, QC G1V 0A6, Canada//††Universidad de Talca, Facultad de Ciencias Agrarias, Casilla 747, Talca, Chile","<U+21B5>2Corresponding author: SECOBRA Saatzucht GmbH, Feldkirchen 3, 85368 Moosburg, Germany. E-mail: jari.zitzewitz{at}secobra.com","jari.zitzewitz@secobra.com","December 1, 2013 ","AbstractIn crop breeding, the interest of predicting the performance of candidate cultivars in the field has increased due to recent advances in molecular breeding technologies. However, the complexity of the wheat genome presents some challenges for applying new technologies in molecular marker identification with next-generation sequencing. We applied genotyping-by-sequencing, a recently developed method to identify single-nucleotide polymorphisms, in the genomes of 384 wheat (Triticum aestivum) genotypes that were field tested under three different water regimes in Mediterranean climatic conditions: rain-fed only, mild water stress, and fully irrigated. We identified 102,324 single-nucleotide polymorphisms in these genotypes, and the phenotypic data were used to train and test genomic selection models intended to predict yield, thousand-kernel weight, number of kernels per spike, and heading date. Phenotypic data showed marked spatial variation. Therefore, different models were tested to correct the trends observed in the field. A mixed-model using moving-means as a covariate was found to best fit the data. When we applied the genomic selection models, the accuracy of predicted traits increased with spatial adjustment. Multiple genomic selection models were tested, and a Gaussian kernel model was determined to give the highest accuracy. The best predictions between environments were obtained when data from different years were used to train the model. Our results confirm that genotyping-by-sequencing is an effective tool to obtain genome-wide information for crops with complex genomes, that these data are efficient for predicting traits, and that correction of spatial variation is a crucial ingredient to increase prediction accuracy in genomic selection models.","genotyping-by-sequencing,genomic,selection,wheat,single,nucleotide,polymorphism,quantitative,trait,locus,spatial,Correction,GBLUP,Shared,data,resources,GenPred","https://www.g3journal.org/content/3/12/2105.full"
"https://doi.org/10.1534/g3.113.008540 ","Coupling Between Noise and Plasticity in E. coli","Gajinder Pal Singh","School of Biotechnology, KIIT University, Bhubaneswar 751024, Odisha, India","<U+21B5>1Corresponding author: School of Biotechnology, KIIT University, Campus-XI, Patia, Bhubaneswar 751024, Odisha, India. E-mail: gajinder.pal.singh{at}gmail.com","gajinder.pal.singh@gmail.com","December 1, 2013 ","AbstractExpression levels of genes vary not only between different environmental conditions (“plasticity”) but also between genetically identical cells in constant environment (“noise”). Intriguingly, these two measures of gene expression variability correlate positively with each other in yeast. This coupling was found to be particularly strong for genes with specific promoter architecture (TATA box and high nucleosome occupancy) but weak for genes in which high noise may be detrimental (e.g., essential genes), suggesting that noise–plasticity coupling is an evolvable trait in yeast and may constrain evolution of gene expression and promoter usage. Recently, similar genome-wide data on noise and plasticity have become available for Escherichia coli, providing the opportunity to study noise–plasticity correlation and its mechanism in a prokaryote, which follows a fundamentally different mode of transcription regulation than a eukaryote such as yeast. Using these data, I found significant positive correlation between noise and plasticity in E. coli. Furthermore, this coupling was highly influenced by the following: level of expression; essentiality and dosage sensitivity of genes; regulation by specific nucleoid-associated proteins, transcription factors, and sigma factors; and involvement in stress response. Many of these features are analogous to those found to influence noise–plasticity coupling in yeast. These results not only show the generality of noise–plasticity coupling across phylogenetically distant organisms but also suggest that its mechanism may be similar.","gene,expression,noise,expression,plasticity,expression,responsiveness,gene,expression,regulation","https://www.g3journal.org/content/3/12/2115.full"
"https://doi.org/10.1534/g3.113.008599 ","Rapid Degeneration of Noncoding DNA Regions Surrounding SlAP3X/Y After Recombination Suppression in the Dioecious Plant Silene latifolia","Kotaro Ishii, Rie Nishiyama, Fukashi Shibata, Yusuke Kazama, Tomoko Abe and Shigeyuki Kawano","*RIKEN Nishina Center, Wako, Saitama 351-0198, Japan//†RIKEN Center for Sustainable Resource Science, Yokohama, Kanagawa 230-0045, Japan//‡Institute of Plant Science and Resources, Okayama University, Kurashiki 710-0046, Japan//§RIKEN Innovation Center, Wako, Saitama 351-0198, Japan//**Department of Integrated Biosciences, Graduate School of Frontier Sciences, University of Tokyo, Kashiwa, Chiba 277-8562, Japan","<U+21B5>1Corresponding author: Department of Integrated Biosciences, Graduate School of Frontier Sciences, University of Tokyo, Kashiwanoha 5-1-5, Kashiwa, Chiba 277-8562, Japan. E-mail: kawano{at}k.u-tokyo.ac.jp","kawano@k.u-tokyo.ac.jp","December 1, 2013 ","AbstractSilene latifolia is a dioecious plant with heteromorphic XY sex chromosomes. Previous studies of sex chromosome–linked genes have suggested a gradual divergence between the X-linked and the Y-linked genes in proportion to the distance from the pseudoautosomal region. However, such a comparison has yet to be made for the noncoding regions. To better characterize the nonrecombining region of the X and Y chromosomes, we sequenced bacterial artificial chromosome clones containing the sex chromosome–linked paralogs SlAP3X and SlAP3Y, including 115 kb and 73 kb of sequences, respectively, flanking these genes. The synonymous nucleotide divergence between SlAP3X and SlAP3Y indicated that recombination stopped approximately 3.4 million years ago. Sequence homology analysis revealed the presence of six long terminal repeat retrotransposon-like elements. Using the nucleotide divergence calculated between left and right long terminal repeat sequences, insertion dates were estimated to be 0.083–1.6 million years ago, implying that all elements detected were inserted after recombination stopped. A reciprocal sequence homology search facilitated the identification of four homologous noncoding DNA regions between the X and Y chromosomes, spanning 6.7% and 10.6% of the X chromosome–derived and Y chromosome–derived sequences, respectively, investigated. Genomic Southern blotting and fluorescence in situ hybridization showed that the noncoding DNA flanking SlAP3X/Y has homology to many regions throughout the genome, regardless of whether they were homologous between the X and Y chromosomes. This finding suggests that most noncoding DNA regions rapidly lose their counterparts because of the introduction of transposable elements and indels (insertion–deletions) after recombination has stopped.","SlAP3,transposon,sequence,divergence,sex,chromosome,Silene,latifolia","https://www.g3journal.org/content/3/12/2121.full"
"https://doi.org/10.1534/g3.113.007195 ","Linkage Relationships Among Multiple QTL for Horticultural Traits and Late Blight (P. infestans) Resistance on Chromosome 5 Introgressed from Wild Tomato Solanum habrochaites","J. Erron Haggard, Emily B. Johnson and Dina A. St. Clair","Plant Sciences Department, University of California-Davis, Davis, California 95616","<U+21B5>1Corresponding author: Plant Sciences Department, University of California-Davis, Mail Stop 3, One Shields Avenue, Davis, CA 95616. E-mail: dastclair{at}ucdavis.edu","dastclair@ucdavis.edu","December 1, 2013 ","AbstractWhen the allele of a wild species at a quantitative trait locus (QTL) conferring a desirable trait is introduced into cultivated species, undesirable effects on other traits may occur. These negative phenotypic effects may result from the presence of wild alleles at other closely linked loci that are transferred along with the desired QTL allele (i.e., linkage drag) and/or from pleiotropic effects of the desired allele. Previously, a QTL for resistance to Phytophthora infestans on chromosome 5 of Solanum habrochaites was mapped and introgressed into cultivated tomato (S. lycopersicum). Near-isogenic lines (NILs) were generated and used for fine-mapping of this resistance QTL, which revealed coincident or linked QTL with undesirable effects on yield, maturity, fruit size, and plant architecture traits. Subsequent higher-resolution mapping with chromosome 5 sub-NILs revealed the presence of multiple P. infestans resistance QTL within this 12.3 cM region. In our present study, these sub-NILs were also evaluated for 17 horticultural traits, including yield, maturity, fruit size and shape, fruit quality, and plant architecture traits in replicated field experiments over the course of two years. Each previously detected single horticultural trait QTL fractionated into two or more QTL. A total of 41 QTL were detected across all traits, with ~30% exhibiting significant QTL × environment interactions. Colocation of QTL for multiple traits suggests either pleiotropy or tightly linked genes control these traits. The complex genetic architecture of horticultural and P. infestans resistance trait QTL within this S. habrochaites region of chromosome 5 presents challenges and opportunities for breeding efforts in cultivated tomato.","tomato,Solanum,lycopersicum,introgression,QTL,mapping,linkage,drag","https://www.g3journal.org/content/3/12/2131.full"
"https://doi.org/10.1534/g3.113.008623 ","MAPfastR: Quantitative Trait Loci Mapping in Outbred Line Crosses","Ronald M. Nelson, Carl Nettelblad, Mats E. Pettersson, Xia Shen, Lucy Crooks, Francois Besnier, José M. Álvarez-Castro, Lars Rönnegård, Weronica Ek, Zheya Sheng, Marcin Kierczak, Sverker Holmgren and Örjan Carlborg","*Department of Clinical Sciences, Swedish University of Agricultural Sciences, SE-75007 Uppsala, Sweden//†Department of Animal Breeding and Genetics, Swedish University of Agricultural Sciences, SE-75651 Uppsala, Sweden//‡Department of Information Technology, Uppsala University, SE-75105 Uppsala, Sweden//§Department of Cell and Molecular Biology, Uppsala University, BMC SE-75124 Uppsala, Sweden//**Welcome Trust Sanger Institute, Hinxton, Cambridge, CB10 1HH, United Kingdom//††Department of Genetics, University of Santiago de Compostela, ES-27002 Lugo, Galiza, Spain//‡‡Instituto Gulbenkian de Ciência, Evolutionary Genetics Group, Oeiras, Portugal//§§Statistics Unit, Dalarna University, SE-791 88 Falun, Sweden//***State Key Laboratory for Agro-Biotechnology, China Agricultural University,100193, Beijing, People’s Republic of China","<U+21B5>1Corresponding author: Department of Clinical Sciences, Swedish University of Agricultural Sciences, Box 7078, SE-75007 Uppsala, Sweden. E-mail: ronnnie.nelson{at}slu.se","ronnnie.nelson@slu.se","December 1, 2013 ","AbstractMAPfastR is a software package developed to analyze quantitative trait loci data from inbred and outbred line-crosses. The package includes a number of modules for fast and accurate quantitative trait loci analyses. It has been developed in the R language for fast and comprehensive analyses of large datasets. MAPfastR is freely available at: http://www.computationalgenetics.se/?page_id=7","QTL,mapping,inbred,line,cross,outbred,line,cross,quantitative,genetics","https://www.g3journal.org/content/3/12/2147.full"
"https://doi.org/10.1534/g3.113.008276 ","Detecting Selection Using Time-Series Data of Allele Frequencies with Multiple Independent Reference Loci","Jo Nishino","Center for Information Biology and DNA Data Bank of Japan, National Institute of Genetics, Research Organization of Information and Systems, Mishima, Shizuoka 411-8540, Japan","<U+21B5>1Corresponding author: Center for Information Biology and DNA Data Bank of Japan, National Institute of Genetics, Research Organization of Information and Systems, 1111 Yata, Mishima, Shizuoka 411-8540, Japan. E-mail: jnishino{at}nig.ac.jp","jnishino@nig.ac.jp","December 1, 2013 ","AbstractRecently, in 2013 Feder et al. proposed the frequency increment test (FIT), which evaluates natural selection at a single diallelic locus by the use of time-series data of allele frequencies. This test is unbiased under conditions of constant population size and no sampling noise. Here, we expand upon the FIT by introducing a test that explicitly allows for changes in population size by using information from independent reference loci. Various demographic models suggest that our proposed test is unbiased irrespective of fluctuations in population size when sampling noise can be ignored and that it has greater power to detect selection than the FIT if sufficient reference loci are used.","selection,neutrality,time-series,data,of,allele,frequencies,reference,loci,population,size,fluctuations","https://www.g3journal.org/content/3/12/2151.full"
"https://doi.org/10.1534/g3.113.007492 ","Genomic Sequence Diversity and Population Structure of Saccharomyces cerevisiae Assessed by RAD-seq","Gareth A. Cromie, Katie E. Hyma, Catherine L. Ludlow, Cecilia Garmendia-Torres, Teresa L. Gilbert, Patrick May, Angela A. Huang, Aimée M. Dudley and Justin C. Fay","*Institute for Systems Biology, Seattle, Washington 98109//†Bioinformatics Facility (CBSU), Institute for Biotechnology, Cornell University, Ithaca, New York 14850//‡Luxembourg Centre for Systems Biomedicine, University of Luxembourg, L-4362 Esch-sur-Alzette, Luxembourg//§University of Pennsylvania, Philadelphia, Pennsylvania 19104//**Department of Genetics, Washington University, St. Louis, Missouri 63108","<U+21B5>3Corresponding authors: Institute for Systems Biology, 401 Terry Avenue North Seattle, WA 98109. E-mail: aimee.dudley{at}gmail.com; and Washington University School of Medicine, 4444 Forest Park Pkwy, St. Louis, MO 63108. E-mail: jfay{at}genetics.wustl.edu","aimee.dudley@gmail.com;,jfay@genetics.wustl.edu","December 1, 2013 ","AbstractThe budding yeast Saccharomyces cerevisiae is important for human food production and as a model organism for biological research. The genetic diversity contained in the global population of yeast strains represents a valuable resource for a number of fields, including genetics, bioengineering, and studies of evolution and population structure. Here, we apply a multiplexed, reduced genome sequencing strategy (restriction site-associated sequencing or RAD-seq) to genotype a large collection of S. cerevisiae strains isolated from a wide range of geographical locations and environmental niches. The method permits the sequencing of the same 1% of all genomes, producing a multiple sequence alignment of 116,880 bases across 262 strains. We find diversity among these strains is principally organized by geography, with European, North American, Asian, and African/S. E. Asian populations defining the major axes of genetic variation. At a finer scale, small groups of strains from cacao, olives, and sake are defined by unique variants not present in other strains. One population, containing strains from a variety of fermentations, exhibits high levels of heterozygosity and a mixture of alleles from European and Asian populations, indicating an admixed origin for this group. We propose a model of geographic differentiation followed by human-associated admixture, primarily between European and Asian populations and more recently between European and North American populations. The large collection of genotyped yeast strains characterized here will provide a useful resource for the broad community of yeast researchers.","RAD-seq,yeast,phylogenetics,population,structure,genetic,diversity","https://www.g3journal.org/content/3/12/2163.full"
"https://doi.org/10.1534/g3.113.007674 ","STAT3 Targets Suggest Mechanisms of Aggressive Tumorigenesis in Diffuse Large B-Cell Lymphoma","Jennifer Hardee, Zhengqing Ouyang, Yuping Zhang, Anshul Kundaje, Philippe Lacroute and Michael Snyder","*Department of Genetics, Stanford University School of Medicine, Stanford, California 94305//†Department of Molecular, Cellular, and Developmental Biology, Yale University, New Haven, Connecticut 06520//‡Department of Computer Science, Stanford University School of Engineering, Stanford, California 94305","<U+21B5>5Corresponding author: Department of Genetics, MC: 5120, 300 Pasteur Drive, M-344, Stanford, CA 94305. E-mail: mpsnyder{at}stanford.edu","mpsnyder@stanford.edu","December 1, 2013 ","AbstractThe signal transducer and activator of transcription 3 (STAT3) is a transcription factor that, when dysregulated, becomes a powerful oncogene found in many human cancers, including diffuse large B-cell lymphoma. Diffuse large B-cell lymphoma is the most common form of non-Hodgkin’s lymphoma and has two major subtypes: germinal center B-cell-like and activated B–cell—like. Compared with the germinal center B-cell-like form, activated B-cell-like lymphomas respond much more poorly to current therapies and often exhibit overexpression or overactivation of STAT3. To investigate how STAT3 might contribute to this aggressive phenotype, we have integrated genome-wide studies of STAT3 DNA binding using chromatin immunoprecipitation-sequencing with whole-transcriptome profiling using RNA-sequencing. STAT3 binding sites are present near almost a third of all genes that differ in expression between the two subtypes, and examination of the affected genes identified previously undetected and clinically significant pathways downstream of STAT3 that drive oncogenesis. Novel treatments aimed at these pathways may increase the survivability of activated B-cell-like diffuse large B-cell lymphoma.","genomics,next-generation,sequencing,cancer,signaling,signal,transduction,oncogenic,pathways","https://www.g3journal.org/content/3/12/2173.full"
"https://doi.org/10.1534/g3.113.008011 ","Divergence of Iron Metabolism in Wild Malaysian Yeast","Hana N. Lee, Yulia Mostovoy, Tiffany Y. Hsu, Amanda H. Chang and Rachel B. Brem","Department of Molecular and Cell Biology, University of California, Berkeley, California 94720","<U+21B5>4Corresponding author: 304A Stanley Hall #3220, University of California, Berkeley, CA 94720-3220. E-mail: rbrem{at}berkeley.edu","rbrem@berkeley.edu","December 1, 2013 ","AbstractComparative genomic studies have reported widespread variation in levels of gene expression within and between species. Using these data to infer organism-level trait divergence has proven to be a key challenge in the field. We have used a wild Malaysian population of S. cerevisiae as a test bed in the search to predict and validate trait differences based on observations of regulatory variation. Malaysian yeast, when cultured in standard medium, activated regulatory programs that protect cells from the toxic effects of high iron. Malaysian yeast also showed a hyperactive regulatory response during culture in the presence of excess iron and had a unique growth defect in conditions of high iron. Molecular validation experiments pinpointed the iron metabolism factors AFT1, CCC1, and YAP5 as contributors to these molecular and cellular phenotypes; in genome-scale sequence analyses, a suite of iron toxicity response genes showed evidence for rapid protein evolution in Malaysian yeast. Our findings support a model in which iron metabolism has diverged in Malaysian yeast as a consequence of a change in selective pressure, with Malaysian alleles shifting the dynamic range of iron response to low-iron concentrations and weakening resistance to extreme iron toxicity. By dissecting the iron scarcity specialist behavior of Malaysian yeast, our work highlights the power of expression divergence as a signpost for biologically and evolutionarily relevant variation at the organismal level. Interpreting the phenotypic relevance of gene expression variation is one of the primary challenges of modern genomics.","iron,metabolism,yeast,regulatory,variation","https://www.g3journal.org/content/3/12/2187.full"
"https://doi.org/10.1534/g3.113.008573 ","Genotype to Phenotype Maps: Multiple Input Abiotic Signals Combine to Produce Growth Effects via Attenuating Signaling Interactions in Maize","G. Buddhika Makumburage, H. Lee Richbourg, Kalindi D. LaTorre, Andrew Capps, Cuixen Chen and Ann E. Stapleton","*Department of Mathematics and Statistics, University of North Carolina Wilmington, Wilmington, North Carolina 28401//†Department of Biology and Marine Biology, University of North Carolina Wilmington, Wilmington, North Carolina 28401","<U+21B5>5Corresponding author: Department of Biology and Marine Biology, University of North Carolina Wilmington, 601 S. College, Wilmington, NC 28403. E-mail: stapletona{at}uncw.edu","stapletona@uncw.edu","December 1, 2013 ","AbstractThe complexity of allele interactions constrains crop improvement and the prediction of disease susceptibility. Additive allele effects are the foundation for selection in animal and plant breeding, and complex genetic and environmental interactions contribute to inefficient detection of desirable loci. Manipulation and modeling of other sources of variation, such as environmental variables, have the potential to improve our prediction of phenotype from genotype. As an example of our approach to analysis of the network linking environmental input to alleles, we mapped the genetic architecture of single and combined abiotic stress responses in two maize mapping populations and compared the observed genetic architecture patterns to simple theoretical predictions. Comparisons of single and combined stress effects on growth and biomass traits exhibit patterns of allele effects that suggest attenuating interactions among physiological signaling steps in drought and ultraviolet radiation stress responses. The presence of attenuating interactions implies that shared QTL found in sets of environments could be used to group environment types and identify underlying environmental similarities, and that patterns of stress-dependent genetic architecture should be studied as a way to prioritize prebreeding populations. A better understanding of whole-plant interactor pathways and genetic architecture of multiple-input environmental signaling has the potential to improve the prediction of genomic value in plant breeding and crop modeling.","abiotic,stress,multiple,stress,recombinant,inbred,line,nested,association,mapping,modifier,networks","https://www.g3journal.org/content/3/12/2195.full"
